N1 N2 N10 N100
0.441218 0.167364 0.587719 0.525466
0.370671 0.63057 0.394471 0.475807
0.602285 0.296345 0.509393 0.502398
0.878618 0.324893 0.464039 0.510534
0.697858 0.830218 0.652368 0.498346
0.41905 0.54396 0.480416 0.483704
0.889553 0.788895 0.344671 0.510707
0.560441 0.336286 0.481658 0.473375
0.623425 0.69049 0.589121 0.474352
0.188165 0.219827 0.578424 0.548022
0.255769 0.274389 0.426119 0.549807
0.906992 0.563134 0.4886 0.494671
0.735912 0.262795 0.308656 0.496924
0.761277 0.105887 0.386741 0.49364
0.0793377 0.110753 0.38052 0.434646
0.926438 0.81726 0.512929 0.456351
0.888151 0.618786 0.554102 0.499209
0.268154 0.579352 0.463255 0.45031
0.984322 0.53477 0.498434 0.509705
0.960362 0.735009 0.589794 0.499818
0.913452 0.594147 0.485108 0.495828
0.394627 0.476529 0.525849 0.515812
0.52643 0.458001 0.259644 0.500184
0.668697 0.675493 0.583771 0.460714
0.636409 0.518047 0.599703 0.473431
0.638865 0.402862 0.528107 0.478586
0.992228 0.337923 0.513909 0.491449
0.669336 0.455335 0.419214 0.514392
0.692633 0.887088 0.444912 0.525819
0.666305 0.614035 0.436131 0.480065
0.234149 0.147873 0.465657 0.516743
0.614443 0.680188 0.638309 0.522151
0.788727 0.536401 0.474695 0.509366
0.239442 0.551032 0.51462 0.487565
0.896244 0.297356 0.587919 0.51723
0.0864251 0.520854 0.574326 0.506694
0.122669 0.683797 0.380719 0.528705
0.448586 0.513452 0.572355 0.488153
0.460502 0.603476 0.489712 0.417994
0.021623 0.414102 0.493532 0.496613
0.33696 0.523936 0.376806 0.524343
0.0814919 0.821393 0.605448 0.482294
0.719836 0.650934 0.542511 0.498296
0.546149 0.0444003 0.603823 0.522506
0.223262 0.42593 0.702955 0.50889
0.586139 0.439826 0.635346 0.530528
0.739317 0.481221 0.507984 0.496184
0.419024 0.719579 0.469432 0.527838
0.537492 0.149915 0.483502 0.495143
0.250585 0.650943 0.629451 0.511886
0.498336 0.712636 0.385974 0.561005
0.662355 0.464977 0.36438 0.489246
0.786751 0.568408 0.592765 0.518244
0.901972 0.627649 0.514442 0.481507
0.32844 0.415575 0.5165 0.429446
0.512456 0.338821 0.535813 0.484985
0.251134 0.192024 0.629159 0.508645
0.974577 0.790422 0.282735 0.466821
0.308435 0.668498 0.432375 0.491125
0.301432 0.565488 0.462274 0.455006
0.310328 0.703941 0.666893 0.498646
0.48202 0.163327 0.425215 0.48408
0.00289174 0.328017 0.492671 0.530287
0.184174 0.479694 0.549479 0.478007
0.331534 0.363491 0.546617 0.520924
0.925072 0.563412 0.610115 0.474748
0.603794 0.603094 0.566769 0.515538
0.325173 0.297789 0.512569 0.483152
0.884923 0.519177 0.399438 0.513634
0.0540987 0.279073 0.517907 0.486721
0.647993 0.782271 0.331806 0.596695
0.974019 0.643886 0.392217 0.528256
0.297856 0.360341 0.501273 0.536607
0.670296 0.272623 0.422099 0.468298
0.244394 0.49055 0.75316 0.476349
0.164642 0.257709 0.522764 0.500521
0.920093 0.532325 0.568085 0.43259
0.185192 0.673332 0.500036 0.480643
0.0821085 0.528013 0.410759 0.515592
0.104597 0.53466 0.431721 0.536623
0.798994 0.752431 0.581004 0.514804
0.76212 0.639987 0.527915 0.492067
0.550631 0.856772 0.498729 0.463121
0.866446 0.570674 0.357036 0.51956
0.574489 0.815977 0.440079 0.487938
0.741681 0.734559 0.359562 0.467053
0.95072 0.16043 0.559816 0.521658
0.0991433 0.216942 0.514322 0.511373
0.585588 0.408328 0.665398 0.527499
0.316897 0.866348 0.545605 0.554448
0.0940039 0.417202 0.429221 0.504768
0.145427 0.741505 0.461432 0.512137
0.689187 0.787778 0.385846 0.477865
0.590379 0.181922 0.592977 0.510052
0.383194 0.233151 0.477782 0.512803
0.339544 0.432931 0.560106 0.502709
0.852544 0.335514 0.3829 0.430776
0.139261 0.470811 0.405657 0.513656
0.754604 0.217077 0.596819 0.55343
0.18283 0.689972 0.529566 0.535065
0.886445 0.655485 0.505844 0.514093
0.863918 0.148172 0.435672 0.531892
0.390681 0.197231 0.504176 0.496877
0.523314 0.581915 0.367716 0.500874
0.898803 0.633775 0.474653 0.558825
0.439964 0.518972 0.495133 0.48583
0.831491 0.648834 0.533218 0.488408
0.426615 0.236599 0.562604 0.504745
0.299123 0.731873 0.57886 0.506271
0.272231 0.116697 0.459877 0.503442
0.708227 0.699024 0.46632 0.482469
0.902165 0.353408 0.547856 0.54953
0.072536 0.201074 0.518959 0.475175
0.0132954 0.673531 0.494695 0.496727
0.685364 0.193938 0.377021 0.489027
0.480637 0.721245 0.426553 0.52066
0.136308 0.588853 0.587648 0.481591
0.91258 0.386431 0.448458 0.473765
0.946259 0.554948 0.44804 0.489932
0.421119 0.358233 0.691237 0.495911
0.92897 0.397585 0.530461 0.505142
0.366576 0.199953 0.341433 0.47708
0.523847 0.33409 0.445998 0.571097
0.312004 0.229903 0.534062 0.534812
0.968357 0.399051 0.350435 0.510255
0.813811 0.375081 0.570808 0.518833
0.516229 0.631269 0.480576 0.46705
0.425944 0.332609 0.638426 0.464164
0.424498 0.56498 0.533265 0.508025
0.733671 0.134105 0.605834 0.495333
0.508009 0.299417 0.59114 0.492393
0.460998 0.573165 0.577179 0.506533
0.229838 0.817048 0.584509 0.504449
0.0461548 0.582778 0.480057 0.480483
0.832316 0.392237 0.335226 0.517058
0.468049 0.595787 0.355758 0.558084
0.804738 0.114487 0.617427 0.547082
0.156422 0.767985 0.401725 0.500008
0.364654 0.668893 0.660856 0.548371
0.70553 0.702743 0.411727 0.469431
0.991595 0.381334 0.450719 0.480526
0.636181 0.425051 0.418771 0.522809
0.765675 0.540015 0.501137 0.484981
0.909755 0.422257 0.433221 0.514323
0.615672 0.338609 0.62334 0.439893
0.882351 0.433895 0.553473 0.507601
0.132231 0.810916 0.620056 0.530126
0.71217 0.670426 0.443178 0.489599
0.543346 0.671978 0.275419 0.491112
0.747133 0.90567 0.563305 0.49431
0.239858 0.455032 0.460594 0.511569
0.519221 0.844989 0.606917 0.486975
0.975994 0.667821 0.458755 0.551202
0.203938 0.26662 0.625217 0.470447
0.5491 0.749613 0.710301 0.432358
0.598367 0.526797 0.488111 0.421539
0.756027 0.3379 0.419004 0.475898
0.618145 0.736687 0.554914 0.480146
0.205615 0.555521 0.528009 0.532363
0.0431355 0.636666 0.570429 0.509311
0.895268 0.784973 0.438272 0.464895
0.554235 0.697406 0.372343 0.49265
0.911243 0.765088 0.603542 0.529916
0.0355713 0.225041 0.484581 0.490615
0.558272 0.61154 0.657865 0.526899
0.601483 0.524673 0.358727 0.520028
0.0204095 0.730193 0.597785 0.482722
0.856576 0.821327 0.376154 0.498243
0.0064939 0.326515 0.645364 0.521295
0.175525 0.382726 0.505917 0.550703
0.982364 0.883514 0.493466 0.477257
0.540525 0.138095 0.398931 0.548167
0.164175 0.557634 0.669245 0.525996
0.295218 0.528901 0.459631 0.503281
0.482592 0.658109 0.550079 0.497911
0.213312 0.549295 0.539354 0.531982
0.603145 0.341085 0.552082 0.460464
0.992193 0.0950666 0.566234 0.489061
0.732676 0.385593 0.484785 0.535935
0.932085 0.715403 0.525791 0.467789
0.929731 0.556703 0.556121 0.459621
0.239378 0.758924 0.547095 0.523778
0.432269 0.615017 0.592432 0.520648
0.356125 0.523764 0.744432 0.521165
0.329755 0.242389 0.5918 0.491776
0.445919 0.302171 0.582119 0.49951
0.313566 0.559595 0.482273 0.501039
0.573506 0.598483 0.502249 0.548605
0.893047 0.902775 0.421911 0.447448
0.926884 0.315728 0.458929 0.503491
0.930539 0.775536 0.669116 0.496769
0.795553 0.897843 0.514622 0.508585
0.271581 0.684727 0.665473 0.49451
0.990778 0.2354 0.548085 0.506768
0.743625 0.647815 0.547731 0.52825
0.975206 0.182486 0.556377 0.483719
0.168696 0.398759 0.502445 0.49901
0.976243 0.392344 0.446942 0.504536
0.565848 0.055748 0.448977 0.522967
0.426806 0.666376 0.443025 0.482502
0.522884 0.605907 0.472083 0.503776
0.697757 0.697088 0.681928 0.511339
0.287465 0.282964 0.48448 0.53899
0.600586 0.653906 0.484516 0.499356
0.41928 0.461803 0.585308 0.484191
0.221193 0.236551 0.395431 0.505646
0.410852 0.70092 0.506434 0.488837
0.828414 0.557272 0.594639 0.483359
0.584835 0.623717 0.489053 0.530604
0.982674 0.180985 0.630792 0.504262
0.452042 0.683663 0.625372 0.491907
0.297597 0.452555 0.500965 0.472575
0.617525 0.50487 0.494304 0.500553
0.193183 0.639973 0.466403 0.510126
0.565271 0.608202 0.539219 0.518728
0.0725013 0.782597 0.375733 0.503548
0.153042 0.538499 0.38861 0.464561
0.848426 0.579115 0.374214 0.476953
0.906094 0.475852 0.641744 0.524728
0.671277 0.398892 0.727898 0.482747
0.239967 0.739673 0.489479 0.522511
0.00578535 0.654645 0.563398 0.508435
0.0698184 0.28435 0.42035 0.477221
0.675423 0.240116 0.628663 0.504762
0.00118706 0.385817 0.5612 0.501795
0.221951 0.322564 0.42814 0.502967
0.446663 0.729593 0.457108 0.421286
0.9176 0.395771 0.492593 0.544365
0.898504 0.550021 0.53074 0.504392
0.995849 0.749803 0.598756 0.469617
0.263431 0.373639 0.460712 0.475276
0.92879 0.361446 0.546912 0.567253
0.75123 0.799578 0.527243 0.500916
0.968239 0.752973 0.584348 0.457075
0.392517 0.648413 0.540814 0.484314
0.156535 0.156619 0.57325 0.506079
0.218843 0.213526 0.475829 0.461443
0.63437 0.508391 0.617131 0.541917
0.38059 0.351302 0.562559 0.502433
0.774791 0.783471 0.416884 0.450208
0.342138 0.887397 0.35365 0.523704
0.978181 0.345687 0.525203 0.500666
0.477647 0.820958 0.573305 0.515373
0.132286 0.330058 0.483901 0.473188
0.515101 0.503527 0.231019 0.489889
0.190813 0.224485 0.571035 0.453999
0.347681 0.263004 0.57314 0.523688
0.625997 0.37511 0.37969 0.512287
0.968075 0.886387 0.651694 0.487096
0.354004 0.104764 0.634121 0.481048
0.448899 0.542419 0.415987 0.459082
0.291289 0.683922 0.51313 0.528194
0.48753 0.582011 0.545576 0.539163
0.417758 0.399568 0.562146 0.50428
0.336896 0.300981 0.401544 0.47797
0.0786902 0.382017 0.467871 0.526178
0.153462 0.558984 0.517971 0.567505
0.15548 0.524252 0.477611 0.505861
0.140118 0.435828 0.485177 0.429561
0.703589 0.679604 0.530553 0.546326
0.785622 0.598191 0.438682 0.54649
0.118511 0.647285 0.455104 0.446997
0.673356 0.542661 0.440803 0.458408
0.330093 0.0572584 0.608746 0.500928
0.466322 0.604785 0.390356 0.517995
0.422059 0.459354 0.5652 0.482357
0.801077 0.450979 0.520944 0.492823
0.0608232 0.810638 0.449207 0.540322
0.831521 0.536325 0.470174 0.455983
0.868478 0.403065 0.638478 0.50969
0.165668 0.337728 0.241158 0.482895
0.283668 0.626469 0.497769 0.520594
0.142794 0.305826 0.726017 0.493423
0.250541 0.0753346 0.499047 0.474935
0.90281 0.291397 0.458116 0.489608
0.0640948 0.497382 0.481233 0.461072
0.78895 0.610266 0.614111 0.501516
0.381811 0.0966579 0.350544 0.53792
0.842307 0.614745 0.409325 0.496679
0.813022 0.791473 0.532014 0.477636
0.604691 0.689107 0.568677 0.508135
0.584818 0.241232 0.505504 0.502897
0.521814 0.417416 0.548103 0.518926
0.907613 0.622643 0.448449 0.508094
0.990591 0.381118 0.566819 0.534589
0.0480662 0.582417 0.605509 0.489094
0.425778 0.788606 0.362496 0.507047
0.453767 0.70682 0.455615 0.524319
0.498448 0.68158 0.457517 0.51538
0.0637201 0.809661 0.496348 0.543983
0.723982 0.496102 0.646591 0.513384
0.26905 0.461054 0.308622 0.516143
0.50205 0.778326 0.518758 0.525501
0.00927617 0.633825 0.348756 0.478392
0.663638 0.485262 0.444715 0.473427
0.903998 0.469148 0.505711 0.505198
0.46782 0.549229 0.440226 0.497116
0.774907 0.173203 0.537883 0.487847
0.12493 0.516405 0.673598 0.443127
0.235143 0.797971 0.532478 0.501591
0.803332 0.333366 0.442169 0.468137
0.806073 0.695514 0.537677 0.465862
0.860076 0.460289 0.617179 0.524496
0.137906 0.639757 0.359164 0.488666
0.394141 0.853274 0.587891 0.507402
0.0772335 0.812118 0.511591 0.51721
0.996808 0.760574 0.568743 0.516021
0.921142 0.451646 0.51571 0.514585
0.808943 0.689181 0.394143 0.475706
0.0921863 0.347723 0.387624 0.524865
0.613835 0.373055 0.462911 0.487207
0.673356 0.676258 0.467043 0.485318
0.296957 0.722942 0.669556 0.552143
0.780944 0.247303 0.430452 0.553047
0.922489 0.420531 0.506027 0.547475
0.185295 0.70538 0.534436 0.540306
0.62548 0.827353 0.307404 0.516838
0.199854 0.574882 0.540452 0.488129
0.867903 0.488385 0.500183 0.510883
0.583083 0.379613 0.525572 0.485788
0.484329 0.435639 0.429447 0.472423
0.914533 0.386667 0.430541 0.473742
0.0664152 0.870567 0.49881 0.534097
0.794626 0.82435 0.651824 0.485013
0.560823 0.458955 0.338748 0.468424
0.43437 0.441701 0.506146 0.54877
0.913467 0.912764 0.577926 0.452837
0.200507 0.568352 0.568971 0.510524
0.876092 0.111786 0.42001 0.488262
0.0590248 0.202301 0.387987 0.476727
0.637244 0.455354 0.617078 0.551138
0.665852 0.374747 0.557767 0.469892
0.951742 0.653886 0.667742 0.463653
0.884218 0.166891 0.495947 0.529734
0.96528 0.132318 0.530335 0.530257
0.14497 0.672249 0.481336 0.47882
0.694816 0.772964 0.37907 0.464105
0.794921 0.50003 0.51682 0.504753
0.0607727 0.624955 0.355495 0.524479
0.385351 0.480857 0.472755 0.498081
0.36701 0.537458 0.485946 0.530722
0.253923 0.346338 0.408378 0.466201
0.337656 0.404907 0.496719 0.536347
0.277557 0.293157 0.411415 0.57427
0.928233 0.578447 0.599573 0.51692
0.18398 0.242175 0.483728 0.517485
0.762512 0.346133 0.432166 0.523688
0.104686 0.448666 0.571278 0.467572
0.670799 0.761848 0.589557 0.46972
0.759975 0.214279 0.54755 0.521605
0.0999545 0.468889 0.366596 0.537043
0.497455 0.511229 0.435862 0.418654
0.113352 0.246574 0.525525 0.4923
0.397467 0.458542 0.531196 0.472758
0.277604 0.44196 0.5644 0.50345
0.113253 0.352557 0.37934 0.495055
0.296424 0.463974 0.586075 0.552221
0.475862 0.842762 0.546083 0.518982
0.377498 0.0662046 0.488924 0.497864
0.900167 0.320166 0.453271 0.496101
0.0764864 0.483856 0.51791 0.493487
0.604466 0.22992 0.530983 0.480377
0.661673 0.359331 0.459209 0.486477
0.907203 0.724613 0.474847 0.523089
0.883175 0.550252 0.648191 0.530153
0.670468 0.566356 0.532938 0.555489
0.188494 0.937644 0.388261 0.508755
0.7427 0.555657 0.403015 0.574224
0.284885 0.686079 0.36951 0.512784
0.048287 0.552519 0.395346 0.474971
0.869523 0.336707 0.572667 0.531744
0.403881 0.904025 0.368898 0.475354
0.169272 0.402587 0.595789 0.487552
0.654792 0.680841 0.529461 0.499013
0.869626 0.733272 0.459558 0.49807
0.897194 0.536579 0.389606 0.49877
0.42466 0.742112 0.407716 0.514349
0.865956 0.591082 0.353901 0.472999
0.899486 0.0420037 0.533656 0.547735
0.0935813 0.397076 0.570171 0.472062
0.71166 0.478876 0.559618 0.530813
0.435137 0.101277 0.474857 0.491879
0.742609 0.691173 0.567203 0.555096
0.0232678 0.86907 0.555061 0.463163
0.716173 0.462498 0.509578 0.501874
0.645254 0.402543 0.659479 0.492577
0.0695681 0.473245 0.493939 0.511109
0.375506 0.266126 0.333875 0.499949
0.61863 0.285176 0.577804 0.480116
0.0666353 0.676622 0.375326 0.497766
0.71109 0.472809 0.552826 0.49384
0.550702 0.968981 0.378421 0.504165
0.312046 0.471343 0.563485 0.534219
0.965676 0.16138 0.616788 0.51343
0.797395 0.262234 0.657908 0.487014
0.0923972 0.108998 0.570904 0.478638
0.0339725 0.325642 0.59907 0.536706
0.00917578 0.74474 0.539039 0.464039
0.951901 0.703468 0.460282 0.519047
0.737896 0.838744 0.593343 0.509725
0.89442 0.841398 0.447044 0.496573
0.23419 0.742014 0.533193 0.497818
0.699337 0.494157 0.56176 0.538041
0.358387 0.608147 0.542083 0.527473
0.601606 0.390198 0.514179 0.597762
0.00848766 0.773392 0.402103 0.482791
0.77677 0.551404 0.415161 0.468703
0.557881 0.490122 0.501347 0.504935
0.297095 0.318654 0.450849 0.514264
0.00357577 0.712792 0.571347 0.501922
0.705031 0.253699 0.413244 0.554601
0.167175 0.421932 0.486593 0.564295
0.567355 0.418843 0.409742 0.472602
0.0583618 0.569504 0.468637 0.499977
0.0902183 0.0894597 0.650038 0.525598
0.962464 0.134794 0.420086 0.496833
0.624653 0.674169 0.563029 0.500852
0.65062 0.870371 0.538937 0.460749
0.201895 0.830881 0.469562 0.500283
0.972755 0.358316 0.532907 0.509951
0.53979 0.185392 0.53624 0.461014
0.845676 0.550737 0.481044 0.513132
0.65647 0.218086 0.445617 0.453733
0.186456 0.370188 0.542649 0.448681
0.924657 0.537256 0.639589 0.511698
0.793374 0.392485 0.581207 0.488199
0.98008 0.367525 0.522382 0.481529
0.45244 0.314262 0.614749 0.499696
0.234781 0.172347 0.604716 0.516528
0.738099 0.460087 0.504545 0.504254
0.612805 0.0888625 0.261814 0.483718
0.177722 0.568452 0.495701 0.499131
0.990502 0.505553 0.520726 0.5087
0.14113 0.511326 0.647457 0.487557
0.941658 0.697868 0.375335 0.501752
0.992073 0.882073 0.763851 0.53498
0.768642 0.26252 0.674282 0.494479
0.845061 0.665979 0.552997 0.515504
0.328919 0.252745 0.661736 0.494514
0.975134 0.531919 0.47092 0.471593
0.331478 0.393931 0.513457 0.49145
0.597751 0.308968 0.683128 0.51625
0.168723 0.734535 0.640799 0.485807
0.0758281 0.816884 0.47546 0.466438
0.24247 0.25191 0.565227 0.456741
0.965754 0.327027 0.300982 0.501509
0.811435 0.667452 0.485408 0.487211
0.905352 0.70888 0.465957 0.513923
0.743084 0.175564 0.546055 0.484569
0.378407 0.810516 0.554598 0.522294
0.0134229 0.47371 0.649128 0.511482
0.718136 0.227498 0.541804 0.501282
0.47555 0.192274 0.430172 0.442043
0.333667 0.712353 0.620147 0.543119
0.38984 0.733544 0.609024 0.489786
0.830658 0.368968 0.60783 0.528405
0.244639 0.484936 0.409933 0.500536
0.651753 0.499825 0.544246 0.508483
0.378809 0.541027 0.454944 0.490496
0.342816 0.395709 0.522905 0.535605
0.798388 0.700707 0.53838 0.52281
0.975333 0.355076 0.345714 0.473559
0.394721 0.688897 0.429392 0.450066
0.353911 0.617908 0.443405 0.516862
0.422675 0.493914 0.339799 0.521831
0.784022 0.706925 0.558839 0.443921
0.302746 0.672343 0.441492 0.492235
0.0945764 0.547238 0.373395 0.534467
0.806204 0.627474 0.375973 0.446499
0.22168 0.478309 0.622069 0.48904
0.951286 0.476456 0.542149 0.537415
0.873033 0.486861 0.368319 0.515538
0.427636 0.538482 0.543027 0.535765
0.638462 0.515424 0.374743 0.501127
0.337982 0.6212 0.565446 0.519258
0.460643 0.690366 0.568147 0.469972
0.901432 0.352232 0.63747 0.501442
0.443582 0.269706 0.494294 0.491961
0.860771 0.110275 0.436233 0.481942
0.676224 0.562068 0.427428 0.479274
0.0178551 0.0650739 0.374367 0.529887
0.573005 0.412467 0.498939 0.520531
0.0398505 0.207477 0.551002 0.484393
0.285332 0.806328 0.568819 0.439896
0.319008 0.482688 0.381728 0.484223
0.428902 0.0923233 0.50549 0.505923
0.829427 0.100038 0.506003 0.473292
0.880483 0.725947 0.35659 0.454321
0.128767 0.28191 0.462277 0.475398
0.780999 0.352964 0.455305 0.472743
0.128917 0.569351 0.433468 0.524996
0.777971 0.218485 0.447577 0.466749
0.130981 0.358661 0.548001 0.457664
0.976546 0.106304 0.527686 0.477911
0.029406 0.154391 0.486314 0.469397
0.939794 0.561296 0.547279 0.513985
0.466823 0.342097 0.328295 0.500532
0.434293 0.734092 0.411057 0.512622
0.589253 0.653354 0.66897 0.50076
0.944648 0.385279 0.333498 0.509529
0.467188 0.518382 0.475507 0.505517
0.253696 0.0375631 0.597124 0.484033
0.137978 0.168579 0.544729 0.458802
0.685699 0.325694 0.502296 0.521146
0.586532 0.451691 0.401045 0.505387
0.714926 0.475238 0.538758 0.467721
0.0938821 0.574986 0.568321 0.507219
0.0168588 0.154927 0.571393 0.497741
0.866494 0.162829 0.442548 0.491989
0.245676 0.466421 0.542653 0.441351
0.601095 0.412036 0.619009 0.538503
0.411783 0.133677 0.512504 0.456529
0.805553 0.487323 0.511621 0.494226
0.2611 0.472803 0.464737 0.467294
0.717293 0.204972 0.379481 0.537889
0.905165 0.187796 0.381965 0.509613
0.28831 0.657744 0.638865 0.471262
0.22351 0.520816 0.388957 0.529408
0.904457 0.36674 0.466863 0.502485
0.374945 0.589731 0.621286 0.46145
0.146733 0.52437 0.367244 0.520817
0.805105 0.148493 0.585241 0.556657
0.900784 0.683938 0.534454 0.523751
0.47361 0.295344 0.486482 0.513787
0.866859 0.741931 0.407591 0.474202
0.56253 0.745462 0.584287 0.461152
0.109825 0.827289 0.698918 0.474454
0.260134 0.595615 0.555104 0.518615
0.267497 0.618097 0.53525 0.526866
0.845279 0.133944 0.337123 0.515259
0.0797534 0.540898 0.392879 0.499582
0.51066 0.86252 0.508336 0.516094
0.980873 0.3643 0.540817 0.496482
0.466021 0.680035 0.545362 0.484047
0.826449 0.658815 0.394699 0.521506
0.641584 0.410987 0.38528 0.55438
0.0459416 0.246581 0.529626 0.473184
0.0710751 0.333748 0.390308 0.475454
0.262913 0.188651 0.455962 0.572412
0.665052 0.313437 0.388077 0.530372
0.63916 0.451077 0.585418 0.474371
0.181133 0.816182 0.630048 0.538273
0.137069 0.519015 0.555392 0.483806
0.272389 0.776792 0.547824 0.510723
0.139506 0.515619 0.677445 0.507717
0.949732 0.683154 0.384784 0.512514
0.171769 0.791793 0.490824 0.508157
0.320006 0.74815 0.547752 0.534639
0.547683 0.90844 0.513473 0.481472
0.139983 0.61488 0.441412 0.519987
0.785081 0.385732 0.526005 0.558567
0.145586 0.516317 0.584863 0.515039
0.41605 0.54227 0.452751 0.524123
0.385016 0.865966 0.465312 0.49505
0.304556 0.350734 0.596725 0.528289
0.396811 0.921292 0.414572 0.441263
0.526571 0.294827 0.434259 0.451733
0.117067 0.152372 0.534699 0.493732
0.154054 0.39166 0.523482 0.514968
0.693774 0.509304 0.48294 0.470701
0.678672 0.875051 0.50055 0.519101
0.672942 0.582337 0.372512 0.478584
0.482194 0.317773 0.561046 0.479135
0.408911 0.651335 0.463161 0.492119
0.185677 0.850988 0.372438 0.451082
0.964819 0.224641 0.441772 0.469156
0.232885 0.752932 0.636229 0.499881
0.230575 0.289984 0.470162 0.461162
0.564572 0.875224 0.53376 0.476215
