N1 N2 N10 N100
2.4632 5.94973 -13.3912 -3.59653
0.226276 8.30038 -0.394294 -0.503139
7.81428 23.7001 -0.10535 0.836125
-0.216248 0.428944 23.961 -0.038914
3.67941 -1.54547 3.28871 2.01054
0.660244 -0.450198 -0.311033 1.19005
6.50358 0.414561 -1.1625 3.96875
0.646234 0.0608939 -0.779747 0.669635
-0.463914 2.78948 -1.43096 1.10411
24.3031 2.09499 -1.83772 0.414893
-0.333759 -0.964237 0.746437 1.2138
-2.46017 3.37404 2.50035 0.990598
-1.94719 32.6127 0.87873 1.30218
0.308237 0.0602296 -14.1814 -1.70203
-5.96928 73.2825 0.719879 186.752
0.823072 -0.862157 1.89873 2.28951
-0.812954 0.965537 -40.4079 1.40501
-23.5189 0.0379167 1.8564 0.719535
0.402811 0.805481 0.726153 -1.55149
-4.45608 1.6757 0.168475 2.40733
6.09838 0.18844 -3.39026 0.310362
1.23124 0.187634 1.21318 -0.386583
-0.458939 0.929031 -0.874979 -0.384107
13.8985 0.120942 1.33926 27.0522
0.578229 -0.377344 -0.891768 11.0316
-4.86332 0.805387 0.269545 -4.39238
1.21643 -6.30303 -0.542078 1.34199
-0.71504 -0.704103 0.873851 0.407037
0.438032 0.521247 3.73765 -3.96888
-0.107738 -0.438032 0.392538 -0.505876
-3.59281 -4.8987 -1.71261 -0.597167
-1.82596 1.92098 2.44104 -1.28653
1.36671 0.0549106 -0.921628 -14.3799
-1.43912 1.12841 -0.156574 -1.13799
1.90476 0.391978 -2.39206 0.114727
-0.379915 -184.81 -1.4356 0.695699
-1.62972 0.137683 0.0538773 0.519236
-0.864006 0.779129 -0.1747 3.41834
-4.65241 -1.07722 -0.981813 -7.54102
0.536372 6.54401 -5.2319 0.339404
7.72753 1.17321 0.674345 -2.06626
0.0941991 -0.447761 0.483498 0.556097
1.91772 0.779666 0.74832 -0.260249
1.06249 -1.32818 2.38885 1.82002
-2.81539 3.45406 3.06908 -0.78949
0.487543 -0.0529601 0.204359 0.421907
0.186659 -2.06457 1.40876 1.76845
-1.10308 0.915164 -6.25138 0.419204
-20055.7 -167.933 -0.949529 -1.2253
1.15499 -5.34048 0.367353 -0.0684647
0.526018 -5.79002 -0.329367 0.716381
-1.13642 -3.74644 0.965651 1.58373
-0.473783 -0.307223 -1.76462 13.5957
0.783261 -3.75311 -1.08098 -0.761811
0.788682 0.348764 -0.230497 0.698051
0.149767 3.1245 -83.7415 -0.760927
3.3241 -1.40701 2.1181 0.0562845
0.895221 -2.22556 4.89122 -5.25883
-26.7808 0.27822 5.59593 -1.94725
1.54196 0.415218 -7.80832 0.957006
-1.76099 8.87396 7.84276 3.00266
-1.04071 0.841981 2.18422 1.19524
-2.62226 -4.74005 0.436204 0.807539
-1.35748 -0.650278 -0.99546 0.68117
1.21264 0.296812 1.12707 1.11904
-4.49991 4.17107 1.47709 0.488486
0.801402 0.135105 -6.53289 2.74396
-4.48728 -0.993601 -0.417125 -1.44287
-0.378363 0.624246 0.111331 -0.45123
-3.14627 -0.0261766 -0.464949 -1.40467
-8.24581 0.594359 -0.00612209 -12.1353
-0.400843 0.926487 -1.8825 -0.919117
-0.74674 -1.12337 -0.567758 3.33645
-0.12979 -4.83953 0.807896 0.0340119
1.61982 -3.5265 1.02686 -0.91626
-2.30549 0.712961 1.29524 -0.387107
-4.62067 -0.0604554 1.02694 0.19452
-0.246496 -0.125592 0.96552 0.976285
-1.23639 0.368636 0.664557 -1.16079
0.964808 -0.960147 -0.477699 0.205807
0.376909 -19.5614 3.15885 -2.32327
-0.24273 -0.00870684 2.53921 -0.0569193
0.421696 -2.23906 0.33282 0.576978
0.228284 0.287978 -1.59448 0.701673
5.50576 -0.593671 -0.2599 0.987737
0.332858 -0.0979684 140.915 0.0812301
11.3641 -3.42292 -2.64301 -9.29481
0.18165 -3.45551 -0.642343 -0.0995754
8.41687 2.88494 30.4564 0.566312
-5.61657 6.33055 -2.93188 -0.985631
0.667972 0.504803 5.0133 0.254782
-1.97474 0.880226 -0.320087 0.433513
0.598305 0.377759 0.715939 -2.3877
0.32695 -3.72807 0.788668 1.57579
-1.04136 0.972023 -0.458006 -4.96097
-0.142189 -0.910533 0.519005 -0.627072
0.436336 -0.0297132 0.281934 1.24848
0.805619 0.590458 6.90695 -0.720212
0.995632 0.633686 1.57126 1.00026
-1.61356 -4.99869 -0.00309095 -2.6189
-2.28057 -57.6315 0.478666 -0.609689
70.9019 -1.19192 0.867316 -1.65241
0.750805 -1.15838 8.50593 0.274759
-0.11924 0.589006 1.16957 -2.57702
-9.56335 6.81183 1.29685 6.58387
0.569621 2.72186 -3.00747 -5.59139
0.0976662 -1.08425 0.534757 0.620521
-1.0857 -0.0767976 -0.279895 3.08249
1.18409 2.0479 1.4089 -0.403256
0.0758644 -0.00647874 -0.325965 -1.43547
0.179831 0.32732 0.393284 3.25932
-1.18461 -0.340167 0.33302 1.00488
0.33012 -8.17403 -9.26524 1.58218
-0.594498 3.01609 -0.255284 -5.70833
-0.00607297 1.34135 -5.97536 -0.696873
-0.343102 0.942855 -3.02138 5.38622
-1.33715 0.0097721 -0.56325 -0.563036
-0.0984089 -0.580064 3.38821 -1.45575
1.29575 0.98395 -0.386655 0.090578
-0.389747 0.474805 -20.8852 0.0860549
1.54625 -0.796998 -3.584 -0.208927
0.398996 1.98798 -2.32011 0.0838409
0.271648 -0.349134 -0.889348 0.0692218
5.73033 -8.72423 -3.05015 -0.135948
-0.180924 -1.38042 -1.28109 2.3471
0.442047 -2.12026 -1.81528 1.74859
1.13625 -0.30651 -0.102738 -0.401333
-0.410566 -1.45098 -1.63558 -1.54472
-0.156504 0.016078 -57.3817 2.3703
-0.404419 0.0125994 -1.37317 29.6147
0.0643265 -1.38702 -0.472583 0.399525
-5.45972 -4.64174 -0.368061 -3.57018
-1.49593 -0.815021 0.903693 0.41669
-16.8658 -1.12611 -2.41997 0.351844
1.39893 0.102049 1.40561 1.2511
0.753255 0.710301 6.07076 -0.734039
-1.3347 -3.34236 -0.25983 -0.10322
0.24504 -0.814764 0.28421 -0.780049
4.37436 0.323863 0.489258 -0.82842
-0.211538 0.137366 -0.919044 -0.557093
-1.19927 -1.53488 -0.837294 -0.367529
0.453881 -0.986328 -0.0367545 0.339976
-6.34699 -0.504104 2.60068 -13.6812
6.48197 -0.330017 -0.265279 -5.35549
-0.390191 -0.122808 2.28325 0.100756
-0.041136 1.86582 0.112198 0.303329
0.552221 1.97996 3.59956 0.653438
-0.837618 0.296944 14.322 -1.27827
0.310633 -0.43124 1.84478 -2.60815
-3.88586 -1.57133 -0.688457 -0.909671
0.286064 0.0893555 -0.456786 -3.46142
-0.0223936 1.99113 -1.43196 -0.711622
4.02518 0.237845 -3.38274 1.19759
-0.331342 -0.703054 28.5993 11.3777
16.5129 -1.85723 -0.70379 0.332265
0.0946459 0.977609 0.0950118 6.3458
1.24179 -2.1901 0.646994 9.74983
0.958788 -0.175528 121.482 -1.40606
0.788311 -1.06016 0.669247 9.51521
8.96687 -2.15928 17.7467 -0.313392
-1.17156 -0.785427 -0.711431 -0.500126
5.73714 -21.6622 -5.14708 2.03381
-2.27196 -0.79374 -0.04025 -0.268059
-0.487068 -6.38086 1.33285 -1.86305
11.7164 63.9952 -0.324679 -1.21958
0.266886 -1.36917 8.26772 0.0265327
0.581987 -0.890134 -2.16758 0.00875891
-10.0181 -0.232863 -2.21072 0.603252
0.000410659 1.72463 -1.37025 -2.25515
-0.345069 9.21757 0.0916703 -0.0912492
0.266172 -2.7452 159.365 -0.462897
-0.266884 -1.10281 -0.975427 -0.0187804
4.65945 -442.957 -4.57434 0.100816
-0.0863244 -4.18031 -1.62932 0.0685899
4.13337 -1.29452 -0.165772 -17.6175
-7.97336 -0.437017 4.98374 -2.74742
-2.82223 -3.06788 0.500131 -0.0490015
0.0703173 -0.168443 -0.300797 0.690269
1.46981 -1.63743 -1.41662 -3.89226
-0.42567 0.50937 -0.39111 -0.606253
-0.0564091 -0.762956 -4.9413 -0.88484
-2.58545 -0.368257 -0.709027 0.0838039
1.36244 -0.776998 -1.18146 -3.05837
0.019332 3.1463 -0.857023 0.483078
-0.749711 -1.352 -0.600094 4.36009
4.35806 -1.41656 -0.560799 0.410603
1.98819 -0.885473 0.0154662 1.94204
-0.177994 -1.50173 -2.25344 -0.0890477
-0.147932 0.861166 0.528115 2.75777
-0.115579 1.78194 -1.18709 0.92262
1.20992 -0.169299 -1.18815 0.0443463
-0.892629 -4.07852 -0.191445 -11.913
-6.11192 1.23776 -23.4335 0.453608
1.10578 -0.872569 -1.13732 -0.428501
-5.42556 1.55654 0.0138902 -1.45667
0.800393 4.72633 -0.056934 -0.316531
-0.853503 0.395628 -0.396764 0.803754
-0.385087 11.7562 -2.97053 2.85128
-0.899841 -18.9868 2.34098 1.05486
-0.356899 0.903549 0.248948 -1.62673
-0.21783 -108.346 0.79665 -2.09245
11.1373 0.438673 -1.86609 1.5082
-0.125295 -1.07063 -0.596566 -158.191
-5.9905 -1.08878 0.658053 -1.4228
1.41318 -1830.15 0.163357 -0.690629
-1.12155 -1.4309 1.81477 -1.17757
0.17773 -0.1814 1.80594 -0.191711
0.575176 2.11232 -0.518749 1.72464
0.276014 0.12381 2.34327 -15.4608
-4.17857 0.0834678 0.0147807 -0.247036
-76.4547 -0.22409 0.246403 0.989155
-0.834064 0.420414 0.886892 -2.98284
2.20795 0.273291 -1.04157 2.87839
0.335743 -0.622989 2.21023 0.839033
4.33212 0.0819558 -1.36534 -0.223116
0.668976 9.71176 -0.588714 0.485233
-173.621 0.451194 0.967383 -6.12064
0.513061 0.48269 1.18875 -0.721546
0.0350998 1.81578 10.6235 2.49608
-0.680867 0.0861765 0.787938 -0.588382
-2.90751 0.819926 -0.168904 -0.032144
-0.769853 0.92474 -0.75759 -0.198823
-0.238828 0.403035 0.512959 -0.360844
-3.18707 4.34513 -0.358643 -1.02775
-1150.34 3.85193 1.85305 0.0626384
-0.47817 4.03235 2.2121 -0.551057
0.622696 -0.0702157 2.29154 5.31323
0.249096 -0.30593 -0.273567 0.0906102
-1.15431 0.612035 -117.568 -1.16528
-3.65299 0.534777 -0.913599 0.677241
0.131298 -1.03901 0.383649 -0.114284
0.406629 2.61738 1.78236 1.31195
-0.384192 -0.394513 -0.977755 1.79162
-0.529031 0.885657 2.80844 -2.27972
0.57566 5.47343 0.427685 1.37052
-8.33168 1.88499 0.691577 0.383547
-0.281149 -3.59171 0.595309 -0.434083
0.224425 61.1009 -0.453592 -1.11002
-0.239934 -0.253934 -0.733676 -1071.8
-14.746 0.121455 -1.34571 -1.61587
-0.639699 -1.77625 0.197823 -0.230119
0.268348 0.672429 12.8183 -2.66971
3.99026 0.73256 -0.0604732 -0.0754822
0.0562718 1.31561 -2.16499 0.805148
2.19273 -0.491428 16.0213 1.22374
0.33888 -4.2576 -15.6757 0.969803
-0.184122 0.0601061 -17.5968 3.69705
4.0233 -0.523144 0.313166 -1.2944
-13.602 -37.1547 1.69937 2.78291
-0.376899 -1.44921 1.00618 -1.32195
0.720476 0.0436758 0.925822 -1.81023
-8.04206 1.37656 4.29335 25.56
0.973026 1.18205 0.694016 -0.500346
0.185687 0.306677 -0.390568 0.0598181
8.23035 -0.330238 2.4914 1.21837
6.6158 -0.897549 1.09064 5.74083
0.341435 -0.767773 4.25418 -0.382365
-16.8574 2.82096 0.550919 -0.694005
0.00757331 -18.0653 1.28826 -1.74597
-4.55385 0.103636 -0.252551 0.283336
0.137423 4.15144 -3.63752 -0.916078
1.30213 -0.335747 1.38589 0.109023
-3.98024 0.320254 0.241871 4.04218
-0.822187 -2.73378 -1.20541 1.44595
0.132586 0.526083 2.95361 0.0611923
3.60792 3.32801 2.92282 -164.771
-2.32705 1.34806 0.204187 0.0338796
-0.322743 2.31964 -0.146716 -1.71922
2.00956 -0.486042 21.9733 0.951041
-2.85308 -1.70182 -1.5093 2.60097
0.496887 0.0638657 -0.308575 -0.840522
9.87345 -0.722506 -19.4744 -0.722261
0.719028 2.26282 4.12655 2.30372
-0.0874789 -0.35615 -0.997562 0.438982
-0.666249 0.375157 -1.46148 1.88369
0.246696 -3.98051 0.0596407 3.35736
7.5238 -5.62827 -0.766579 1.09489
-1.30523 -0.559411 0.237842 27.0355
-0.103494 -0.817499 0.224899 0.514623
-2.0654 -0.272868 -0.331513 -0.425887
0.0122468 -0.534186 -0.461187 -0.0584947
7.42798 0.0517485 -27.4063 -0.115206
-2.74157 1.16874 2.31858 0.161133
-0.413426 -3.17177 17.7429 -15.8275
-1.48544 70.1562 -1.16071 -0.377515
-0.6395 -0.229914 -1.53466 2.09666
1.01474 -4.66998 2.16745 -0.388038
-1.75683 2.50251 0.168816 -2.41228
27.6386 0.191631 1.47717 0.517841
-0.570923 0.32987 0.61353 -6.58539
-2.93297 0.459975 -0.674771 -1.14835
8.72804 -1.45337 1.47169 0.911534
-25.3065 -2.34227 -0.536482 9.92109
-0.832154 -0.516778 -2.49895 16.4241
-3.23081 0.225669 -1.32058 -1.24697
-0.270035 -0.137101 -0.857344 5.5265
0.793145 0.841935 1.0445 -1.06448
-0.90451 0.583818 -0.11041 1.5953
-1.1292 -0.282828 -1.41765 18.0054
1.72223 -1.67932 -7.63535 -2.2406
-4.21359 -0.520713 0.321894 -0.214433
-0.159519 -0.239025 -1.7421 1.72686
-4.45012 -0.0683564 2.05896 2.01808
-0.30218 1.1273 4.26005 15.4656
-0.646992 -1.58049 6.94419 -0.775245
0.89536 5.4516 0.0124841 -1.66213
0.496079 -2.43372 1.92321 -0.119273
0.154905 -5.99231 0.238398 2.61897
16.6592 47.0404 0.590021 -1.37827
1.16538 0.045646 1.05618 0.0136134
-0.665919 -0.143176 4.62235 1.07497
-1.19328 0.0352846 0.697011 1.96453
-0.389582 -1.60096 -0.330824 -0.784531
13.6258 2.31203 1.66237 0.343518
-0.392989 0.579585 3.81191 2.11348
1.11503 -0.0285038 -13.596 -17.4385
0.0850258 2.29246 -2.27553 1.03223
-0.938049 -3.74422 1.92563 -256.492
-0.0893882 3.00253 10.0787 -1.09402
-1.04893 -0.327407 -6.58286 -0.767008
0.406133 -0.433403 0.361862 1.92581
0.284913 0.653206 1.15978 0.971535
0.901279 -1.28236 -0.914567 7.81121
0.963193 2.40718 12.3635 -1.2217
-1.00509 -0.0659232 0.700991 0.577106
-31.0011 0.643019 -0.918293 -0.78943
1.01352 7.10744 -0.277407 0.952236
-0.622567 -5.95429 -0.296793 4.03228
-16.6448 -2.77763 -0.424401 0.883589
0.524487 0.31158 -0.941458 -2.7718
-0.394303 3.0175 3.199 3.27044
2.13874 -223.795 -0.348082 -0.205903
0.870687 0.174502 26.0023 0.456821
0.940978 -2.5026 3.44727 1.03262
6.13535 -1.55729 -0.0428048 1.37639
-0.477169 -0.963971 -13.295 6.6307
-0.258257 -0.71013 3.59383 -5.67377
3.22761 -8.57227 0.376592 0.670599
6.82004 10.9195 7.97871 1.46317
-0.489816 38.9813 1.15861 -1.02079
2.46456 -2.01023 0.555232 -1.22981
-0.140101 -1.31241 -10.4678 0.230924
1.5407 0.317186 4.46893 -1.41722
-0.642657 17.846 2.02554 -1.293
-0.313138 0.61078 16.587 -0.8687
1.06864 0.903957 3.10392 -0.0808477
-0.010841 0.550202 -0.807388 0.290756
0.27946 0.541654 113.588 -1.87429
0.35072 0.350911 -0.547796 0.790242
0.468129 8.80657 -0.686062 -0.605231
-0.21326 0.430893 1.32247 0.562962
-0.218686 -2.57939 -3.49857 1.58859
0.814632 -7.40933 1.22668 -0.418716
-4.97879 0.764189 0.729095 -2.14392
0.441986 -2.01599 0.56222 0.309591
0.931475 5.31394 -0.75458 -2.93295
0.740817 -1.59032 0.790865 0.352393
3.8306 0.155133 -1.35058 -3.15603
1.18161 0.00367515 1.42319 0.0594639
-1.02802 -8.60116 -0.779975 54.6981
-0.0737271 0.381359 -0.351722 -0.902026
-2.55885 -0.252004 -7.72228 1.81375
0.11488 -1.14204 6.75355 2.25773
2.01745 -0.772663 0.611887 -0.0235217
0.0744189 -0.263576 -1.08292 5.48251
0.886367 -4.42445 0.0649875 1.11092
-1.59807 10.9029 -1.69247 -0.285148
1.01947 -0.587338 -0.516974 0.420253
-0.0510119 0.160267 -1.04194 -66.6112
-0.136028 -6.26518 0.666621 0.570236
2.20694 -0.243926 0.792512 1.59597
0.171528 1.38724 -0.0764706 0.320875
-1.24514 -2.29545 -0.118515 -0.0453388
96.6324 -3.64882 5.62521 2.75078
0.0218321 1.2951 1.61085 -0.254156
0.694912 0.26966 0.00186407 -0.00666596
0.0639319 -1.61756 3.52976 5.94922
-0.298245 1.74955 0.809459 -1.62861
0.606123 1.47853 1.18702 0.383043
0.612784 -0.468897 -0.0808961 0.137602
0.0433691 -0.467198 -0.285321 1.38966
-1.05196 -0.512122 -23.22 -2.97466
34.1227 0.129427 -0.795483 -1.60389
-0.0409624 19.0437 -0.0681628 -0.540462
-1.03035 1.59987 -1.54747 -1.16172
-1.00977 3.80576 -2.33175 2.96725
-6.41739 0.0586735 0.711863 -0.55243
-0.506445 -2.93193 -0.179877 -5.65391
4.18614 -5.48877 -0.117941 0.211786
9.80361 4.22972 66.4463 -1.21418
-0.273167 2.19258 16.5452 -4.06356
-6.7931 0.647344 0.895557 0.131995
-0.117 0.732431 -0.196507 -3.48438
-0.923509 0.0651019 0.0376582 1.73087
0.593898 0.511981 2.67212 0.065218
2.16683 -1.05426 0.688027 1.93334
-3.44686 0.337102 2.93644 -0.224243
-0.407395 8.47689 -2.62416 -0.0939565
-2.79833 -0.669601 0.366009 -0.960349
4.61081 0.897229 -2.26633 -43.474
5.01074 -0.180388 -1.52563 1.42355
0.211051 1.17285 1.9278 -1.08286
1.8544 0.931753 1.50163 -2.47578
0.922999 2.32055 1.30589 -207.363
-0.132937 1.51622 1.69696 -1.3095
1.40409 0.446303 0.0687279 -0.35559
0.282473 -0.142659 2.38417 -2.94749
18.334 1.12269 0.691772 1.54334
0.585255 1.6433 5.46794 -1.41088
-16.0617 0.960145 -0.704451 -1.03386
0.571317 0.639713 -5.27972 -8.2567
-1.14146 -1.84207 -0.383219 1.55225
-5.29503 -0.145491 0.224384 -0.946427
-0.454931 0.57439 -1.93851 1.87416
-36.1859 0.658579 -2.2355 -1.29513
0.528274 -0.260426 0.561089 1.30451
0.314793 0.992413 5.15177 -1.66927
5.40821 1.73792 0.594142 11.949
5.38011 -0.0409918 -0.805775 1.23823
-0.431251 0.259949 -0.275716 -0.793866
-3.26842 1.24197 -1.34632 -1.56653
-0.0572639 -0.369482 -0.0631892 -0.644594
0.738904 3.27777 -0.335163 -0.75469
1.73009 -3.12689 -0.270989 -1.10389
-5.18431 1.2521 0.816422 4.12519
0.591445 0.0591614 -9.39546 -0.0567257
-1.57641 0.0281163 2.79057 4.56576
-0.724031 -3.10723 -20.3297 -0.196737
-0.526032 0.899469 5.00889 0.751547
7.38976 -0.0771944 -7.93962 1.1163
4.33347 1.5481 0.670107 -1.06645
2.11631 -1.00947 -0.0633986 -3.6262
-69.2432 0.0510525 -5.89837 0.637014
-0.766983 -1.21001 1.08809 3.22687
0.367915 5.40082 -0.144182 -2.91075
0.0284972 -2.22046 -0.382986 -0.126316
34.8823 0.400149 4.91789 8.20562
-0.799243 -0.0543127 -4.62174 0.166002
0.955834 -1.50283 1.12592 0.950191
4.42424 0.102375 4.30676 -0.319127
4.54829 0.997341 0.0918028 0.732397
-4.39521 1.26318 -0.729978 -1.58337
0.0723678 -0.192852 0.578259 -0.00553069
-14.2185 -0.605646 -35.4544 6.05515
-0.797248 0.158321 1.37711 -2.21078
1.56017 0.029542 -0.0932191 3.0891
-0.312912 6.64397 0.70491 0.72244
2.19699 1.46631 -0.535362 15.1918
2.36746 3.28171 4.19548 2.30329
-1.00342 20.7213 -0.345936 0.943183
-0.401341 -0.542801 0.105168 -1.09407
-0.418976 0.736237 -1.59681 -1.16581
1.35512 -1.26262 1.16241 2.85289
-0.98213 3.0401 -1.88366 -60.4857
-6.24987 -0.64359 -1.01734 0.389597
0.1528 2.07499 -24.7242 -1.03049
-0.793402 0.320921 0.774173 2.11904
13.1492 1.83816 -0.918137 7.4864
-1.04747 2.774 -1.36752 -2.8624
-0.136381 -2.16391 0.246707 0.821727
-0.398924 0.607515 0.030882 -5.03191
0.808343 -1.80142 -5.93577 -1.47813
0.341922 -26.4358 -1.55193 0.505887
-6.80806 -2.41059 -3.2744 0.798611
0.670396 0.322404 -2.00251 3.1518
-1.93243 3.02011 -0.598096 0.160562
1.23412 0.253276 -0.172804 0.131703
-5.82567 0.60418 -0.438378 -0.62652
3.43075 -1.16511 -1.14233 1.77046
-0.0731148 -8.98974 0.994108 -0.612016
1.07384 0.422516 0.882519 0.571212
0.252183 0.0209984 -4.17955 -9.20042
-3.73512 0.435154 -0.445105 -3.93157
4.33902 -1.14462 6.8634 2.64565
1.36942 0.517856 -0.404157 0.443203
8.41012 -0.387452 0.881121 1.03728
10.539 -0.97574 -0.467488 5.58464
8.76452 -0.839541 -0.691026 1.20542
1.02107 -0.532687 0.498589 -2.86313
-2.27838 -0.668516 -3.05944 -0.0258767
1.40013 -2.25372 -1.01181 2.94052
-0.0439082 10.4048 -8.51697 -1.37869
0.459928 0.682449 -1.17164 0.61312
-1.30929 1.07385 0.823631 -1.36211
-4.38002 -0.259902 -3.30177 -0.504645
-0.262185 0.840288 -0.903517 0.263967
-1.846 0.139863 0.233666 7.24468
0.0621509 -2.18919 8.37589 0.699332
-1.34832 -1.34115 -0.930041 -1.4156
0.270652 -6.31075 0.522795 0.680787
-2.53541 -1.09693 8.08739 -0.605125
1.90239 -0.736811 -4.04962 2.00118
1.71509 -4.8446 -0.125911 0.299662
-10.3373 1.01781 3.99141 0.521553
-0.261107 -0.928159 4.63888 0.640454
-1.52721 -1.17904 -0.451389 -3.16972
2.55401 1.962 1.30364 1.69575
-3.14971 -1.1642 1.27457 5.85905
0.590067 0.405166 1.12853 1.42193
-0.776124 0.159483 2.46998 0.361145
0.203116 11.6824 0.848155 55.8423
4.04938 -2.11143 1.74886 -1.07436
17.6182 4.10509 -4.16366 -0.482888
4.80053 0.188445 -0.564394 -1.23261
0.0645786 55.4052 3.46581 -0.852099
0.044375 -2.14592 0.431127 -33.6684
-1.40438 0.4984 0.810646 2.60163
18.6429 -1.1126 0.476942 0.997102
-2.13644 6.89819 1.76686 -2.65085
1.044 -8.00425 7.63802 -0.539378
16.7728 0.529483 1.76715 0.77731
-1.61788 -0.27678 1.38065 -1.45105
-0.716 -0.0606659 0.269837 -0.777511
11.4325 0.462869 -0.566151 -3.30816
55.2351 -0.643245 -0.502806 4.02926
0.192602 1.81911 -0.325506 -0.494428
0.727886 -182.87 0.89356 1.29119
-2.67398 0.165737 -4.20769 0.458405
-1.05263 -1.7682 1.26772 -2.79871
11.3675 -2.94195 0.612273 -2.9236
3.58819 0.0508332 1.80637 -1.25214
-9.36044 -0.622412 -0.75726 2.06915
-0.3199 -2.93409 5.21956 -0.294959
-0.345564 0.415059 0.398815 -0.503169
1.32991 1.36306 1.27299 0.783268
-3.16536 0.311129 -0.968456 -0.209262
-6.83234 -5.32119 0.0315017 -2.26698
-0.0267394 1.55289 6.10419 -4.21139
